# Created by: riboviz
# Date: 2023-04-05 11:45:49
# File: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/rscripts/generate_stats_figs.R
# Version: commit bb25145b6ec95e37fe5129429ddf94067d6b99f6 date 2023-03-09 14:39:35 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
augustus_masked-SAKL0E-processed-gene-11.266	0	0	0	1	1	1
augustus_masked-SAKL0E-processed-gene-11.230	0	0	0	1	1	1
snap_masked-SAKL0E-processed-gene-11.91	0	0	0	1	1	1
snap_masked-SAKL0E-processed-gene-11.92	0	0	0	1	1	1
snap_masked-SAKL0E-processed-gene-11.53	0	0	0	1	1	1
snap_masked-SAKL0E-processed-gene-11.54	0	0	0	1	1	1
snap_masked-SAKL0E-processed-gene-11.55	0	0	0	1	1	1
augustus_masked-SAKL0E-processed-gene-11.268	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.76	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.77	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-0.25	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-0.26	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-0.27	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-0.2	0	0	0	1	1	1
genemark-SAKL0F-processed-gene-0.42	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-0.28	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.100	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-0.4	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.101	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.80	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-0.6	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.102	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.82	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-0.112	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.104	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.83	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.84	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.85	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.86	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.87	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.105	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-0.13	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.88	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.106	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.89	0	1	0	0.977249868051821	1	1
augustus_masked-SAKL0F-processed-gene-0.107	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.90	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.91	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-0.92	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.108	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.93	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.94	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.95	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-0.110	0	0	0	1	1	1
maker-SAKL0F-snap-gene-1.103	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-0.97	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.104	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.108	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.105	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.109	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.110	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.111	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.133	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.79	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.56	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.134	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.113	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.135	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.58	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.115	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.116	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.136	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.117	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.137	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.84	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.139	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.118	1	0	0	0.5	0.5	0.5
snap_masked-SAKL0F-processed-gene-1.63	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-1.140	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.87	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.120	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.88	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-1.101	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.121	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.144	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.66	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.67	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.123	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.145	0	0	0	1	1	1
genemark-SAKL0F-processed-gene-1.21	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.70	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-1.93	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.126	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.147	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.127	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.128	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.129	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.148	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.130	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.131	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.149	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.132	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-1.150	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.105	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.106	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.107	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.130	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.131	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-2.73	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-2.74	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.108	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.109	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.133	0	0	0	1	1	1
maker-SAKL0F-snap-gene-2.103	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.134	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.110	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.135	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.136	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.111	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.137	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.138	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.112	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.139	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.113	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.114	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.140	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.115	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.116	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.141	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.142	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.117	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.143	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.118	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.119	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-2.89	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.120	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.121	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.145	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.122	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.146	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.123	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.124	0	0	0	1	1	1
genemark-SAKL0F-processed-gene-2.43	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.125	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.126	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.149	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.127	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.150	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-2.128	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-2.129	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.5	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.4	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.6	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.7	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.105	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.9	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-3.2	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.27	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.28	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.29	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.10	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.30	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.108	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.31	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.132	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.32	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.33	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.34	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.12	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.136	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.36	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.110	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.111	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.37	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.14	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.113	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.38	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.39	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.40	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.16	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.115	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.17	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-3.41	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.18	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.42	1	0	0	0.5	0.5	0.5
snap_masked-SAKL0F-processed-gene-3.143	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.44	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.19	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.20	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.21	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.145	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.46	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.22	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.47	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.48	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-3.149	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.23	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.50	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.24	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-3.25	0	0	0	1	1	1
genemark-SAKL0F-processed-gene-3.100	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.0	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.4	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.1	0	0	0	1	1	1
genemark-SAKL0F-processed-gene-4.115	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.2	0	0	0	1	1	1
genemark-SAKL0F-processed-gene-4.116	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.3	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.7	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.33	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.34	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.8	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-4.50	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.35	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.10	0	0	0	1	1	1
maker-SAKL0F-snap-gene-4.47	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-4.11	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.36	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.37	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.38	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.12	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.39	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.13	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.14	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.40	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.15	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.16	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.17	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.18	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.19	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.20	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.21	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.22	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.41	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-4.23	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.24	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.42	2	0	0	0.17288929307558	0.17288929307558	0.0912112197258678
augustus_masked-SAKL0F-processed-gene-4.25	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.43	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.26	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-4.108	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-4.109	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.27	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.28	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.29	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.30	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.44	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.31	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.45	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-4.32	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.11	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.12	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-5.96	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-5.114	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.14	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.31	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.15	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.32	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.16	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.17	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.33	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.18	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.19	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.20	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.21	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.22	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.34	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.23	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-5.8	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.36	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.24	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-5.9	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.38	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.39	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.25	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.26	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.40	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.41	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.42	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-5.10	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.44	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.45	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.27	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.46	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-5.111	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.47	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-5.112	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.48	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.29	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.49	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.50	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-5.51	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.118	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.56	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.120	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.115	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.116	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.121	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.117	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.122	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-6.145	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.146	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.60	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.61	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.124	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.147	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.148	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.149	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.88	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.125	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.126	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.151	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.127	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.152	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.66	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.129	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.130	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.131	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-6.153	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.154	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.132	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.93	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.155	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.95	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.96	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-6.112	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.133	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.158	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-6.113	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.160	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.134	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-6.101	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.135	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.136	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.137	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.161	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.162	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-6.138	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.163	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.164	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.139	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.140	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.141	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.142	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.143	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.165	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-6.144	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.109	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.110	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.111	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-7.53	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.112	0	0	0	1	1	1
maker-SAKL0F-snap-gene-7.97	2	0	1	0.17288929307558	0.386414996342224	0.191934191495911
maker-SAKL0F-snap-gene-7.96	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-7.72	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.115	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-7.132	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.116	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.133	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.117	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-7.58	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-7.59	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.119	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.120	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.134	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-7.121	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.135	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.136	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.122	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.137	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-7.138	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.123	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.139	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.140	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.124	0	0	0	1	1	1
maker-SAKL0F-snap-gene-7.98	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.141	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.142	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.143	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.144	0	0	0	1	1	1
maker-SAKL0F-augustus-gene-7.105	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.146	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.126	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.147	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0F-processed-gene-7.148	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-7.91	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-7.68	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-7.92	0	0	0	1	1	1
snap_masked-SAKL0F-processed-gene-7.93	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.128	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.151	0	0	0	1	1	1
augustus_masked-SAKL0F-processed-gene-7.129	0	0	0	1	1	1
genemark-SAKL0F-processed-gene-7.46	0	0	0	1	1	1
